RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
1201-1400,1201-1400,University of Split,Croatia,Europe,L,FC,HI,A,6.3,601+,4,601+,5,701+,4.2,701+,1.4,701+,2,701+,47.5,701+,12.3,701+,4.5,701+,
1201-1400,,University of Sri Jayewardenepura,Sri Lanka,Asia,L,CO,HI,A,6,601+,10.4,601+,4.5,701+,3.3,701+,,,1,701+,14.1,701+,11,701+,1,701+,
1201-1400,1201-1400,University of the Pacific,United States,Americas,M,CO,HI,B,2.2,601+,3.5,601+,31.9,495,3,701+,3.2,701+,12,680,7.6,701+,8.1,701+,1,701+,
1201-1400,1001-1200,University of Tyumen,Russia,Europe,M,FO,VH,A,3.6,601+,2.1,601+,37.1,432,1.6,701+,4.5,701+,13.8,645,27,701+,4.5,701+,1.3,701+,
1201-1400,1201-1400,University of West Bohemia ,Czech Republic,Europe,M,FO,VH,A,5.6,601+,2.1,601+,10.9,701+,3.8,701+,,,,,37.2,701+,5.2,701+,1,701+,
1201-1400,1001-1200,University of Wisconsin Milwaukee ,United States,Americas,L,FO,VH,A,7.6,601+,2.4,601+,9.7,701+,9.8,701+,5.7,701+,5.1,701+,39.5,701+,6.8,701+,4.5,701+,
1201-1400,1201-1400,University POLITEHNICA of Bucharest,Romania,Europe,L,FO,VH,A,5.2,601+,12.7,601+,3.4,701+,6.9,701+,1.4,701+,2.6,701+,61.8,605,3.9,701+,1,701+,
1201-1400,1001-1200,Vancouver Island University,Canada,Americas,L,FO,MD,,4.5,601+,3.7,601+,48.8,319,1.1,701+,,,,,2.6,701+,1.5,701+,1,701+,
1201-1400,1201-1400,Voronezh State University,Russia,Europe,L,CO,HI,A,5.4,601+,2.7,601+,21.8,641,1.3,701+,3,701+,21.4,523,12.1,701+,3,701+,1,701+,
1201-1400,1001-1200,Western Michigan University,United States,Americas,L,FC,HI,A,4.9,601+,4.9,601+,10,701+,5.8,701+,21.4,580,10.6,701+,33.3,701+,16.5,625,1.6,701+,
1201-1400,1001-1200,Yamaguchi University ,Japan,Asia,M,FC,HI,A,3.9,601+,1.8,601+,41.8,370,4.2,701+,6.7,701+,2.5,701+,18.7,701+,1.8,701+,1,701+,
1201-1400,1201-1400,Yogyakarta State University,Indonesia,Asia,L,FO,VH,A,11.7,601+,3.3,601+,8.7,701+,1.4,701+,13.5,695,1.7,701+,8.6,701+,2.3,701+,1,701+,
1201-1400,1201-1400,Youngsan University,South Korea,Asia,M,FO,MD,C,4,601+,10,601+,19.3,689,1.3,701+,2.5,701+,9.9,701+,2,701+,1.9,701+,1,701+,
1201-1400,1201-1400,Yuan Ze University,Taiwan,Asia,M,FO,VH,C,5.5,601+,5.6,601+,8.7,701+,9,701+,12.2,701+,11.7,686,12.4,701+,2,701+,2.4,701+,
1201-1400,1201-1400,Zagazig University,Egypt,Africa,XL,FC,HI,A,7.7,601+,4.9,601+,3,701+,2.6,701+,1.1,701+,2.5,701+,67.7,513,3.7,701+,5.3,701+,
1401+,1201-1400, Don State Technical University,Russia,Europe,L,CO,VH,A,3.5,601+,3.5,601+,12.8,701+,1.4,701+,1.6,701+,14.9,626,11.4,701+,1.9,701+,1,701+,
1401+,1401+,Akdeniz _iversitesi,Turkey,Asia,XL,FO,VH,A,5.7,601+,4.8,601+,3.5,701+,3,701+,1.2,701+,1.1,701+,33.7,701+,2,701+,1,701+,
1401+,1201-1400,California Polytechnic State University,United States,Americas,L,CO,HI,A,3.6,601+,9.1,601+,6.7,701+,3,701+,,,,,25.5,701+,8.7,701+,1.3,701+,
1401+,1401+,California State University - Los Angeles,United States,Americas,L,CO,HI,A,5.2,601+,3.3,601+,3.8,701+,2.9,701+,3.6,701+,2.3,701+,14.9,701+,5.5,701+,1,701+,
1401+,1201-1400,"California State University, Long Beach",United States,Americas,XL,CO,HI,A,3.7,601+,4.1,601+,4.8,701+,2.9,701+,2.6,701+,3.4,701+,16.4,701+,1.7,701+,1,701+,
1401+,1201-1400,Cat_ica de C_doba,Argentina,Americas,M,FC,MD,B,5.3,601+,2.6,601+,17.1,701+,1.1,701+,3.6,701+,3.6,701+,2.3,701+,4.6,701+,1,701+,
1401+,1201-1400,East West University,Bangladesh,Asia,L,FO,MD,B,6.8,601+,12.8,601+,2.8,701+,2.4,701+,1.4,701+,1,701+,7.4,701+,3.9,701+,1.1,701+,
1401+,1201-1400,Fundaci_ Universidad De Bogot-Jorge Tadeo Lozano,Colombia,Americas,M,CO,MD,C,5.2,601+,3.3,601+,10.2,701+,1.7,701+,3.2,701+,1.2,701+,5.9,701+,12.1,701+,1,701+,
1401+,1401+,Humboldt State University,United States,Americas,M,CO,HI,A,3,601+,2.5,601+,9.7,701+,3.7,701+,2.9,701+,1.2,701+,9.9,701+,3.1,701+,1,701+,
1401+,1401+,Illinois State University,United States,Americas,L,CO,HI,,3.4,601+,2.8,601+,5.6,701+,4.1,701+,4.7,701+,3.1,701+,20,701+,7.6,701+,1.1,701+,
1401+,,"Indian Institute of Information Technology, Allahabad",India,Asia,S,FO,VH,A,4.1,601+,4.4,601+,2,701+,10.7,701+,,,2.1,701+,2.6,701+,2.1,701+,1,701+,
1401+,1201-1400,Indiana State University,United States,Americas,M,CO,HI,A,6.2,601+,4.4,601+,8.5,701+,3,701+,1.7,701+,2.2,701+,4.2,701+,6.8,701+,1,701+,
1401+,1401+,International University of Business Agriculture and Technology,Bangladesh,Asia,M,FO,HI,B,6.6,601+,4.1,601+,2.6,701+,2.3,701+,1.4,701+,1.3,701+,8.6,701+,3.8,701+,1,701+,
1401+,1401+,Irkutsk State University,Russia,Europe,L,CO,HI,A,3.3,601+,1.8,601+,14.1,701+,1.3,701+,1.9,701+,3.8,701+,26.4,701+,5.2,701+,1.2,701+,
1401+,1201-1400,Korkyt Ata Kyzylorda University,Kazakhstan,Asia,M,FO,MD,A,7,601+,7.9,601+,5.7,701+,1,701+,3.4,701+,1.2,701+,1,701+,3.3,701+,1.1,701+,
1401+,1201-1400,Kwansei Gakuin University,Japan,Asia,L,CO,HI,B,4.1,601+,5.1,601+,5,701+,2.4,701+,21.9,570,3.4,701+,13,701+,7.7,701+,1,701+,
1401+,1201-1400,Lucian Blaga University of Sibiu,Romania,Europe,L,FC,MD,A,3.6,601+,3.2,601+,8.5,701+,1.9,701+,13.9,687,2.9,701+,17,701+,4.1,701+,1.2,701+,
1401+,1201-1400,M.Kh. Dulaty Taraz Regional University,Kazakhstan,Asia,L,CO,MD,A,7.6,601+,2.7,601+,12,701+,1,701+,1.1,701+,6.7,701+,2.6,701+,3.1,701+,1.1,701+,
1401+,1401+,MIREA - Russian Technological University,Russia,Europe,L,FO,VH,A,5.5,601+,7,601+,6.6,701+,1.4,701+,1.3,701+,3.3,701+,9.5,701+,5.2,701+,1,701+,
1401+,1401+,Moscow City University,Russia,Europe,L,FO,HI,A,7.1,601+,1.9,601+,10.7,701+,1.1,701+,2.7,701+,3.3,701+,2.5,701+,1.9,701+,1,701+,
1401+,1201-1400,Naresuan University,Thailand,Asia,L,FC,MD,A,6.6,601+,2.8,601+,6.6,701+,1.9,701+,7.3,701+,1.2,701+,10.1,701+,2.5,701+,1.7,701+,
1401+,1201-1400,National University of Life and Environmental Sciences of Ukraine,Ukraine,Europe,L,FO,VH,A,5.8,601+,3.9,601+,15.8,701+,1.4,701+,1.2,701+,1.2,701+,20,701+,3.7,701+,1,701+,
1401+,1201-1400,"National University of Modern Languages (NUML), Islamabad",Pakistan,Asia,L,FO,MD,,7,601+,7.3,601+,5.2,701+,1.5,701+,3.4,701+,1.2,701+,8.1,701+,2.6,701+,1.2,701+,
1401+,1201-1400,Nova Southeastern University,United States,Americas,L,CO,HI,,2.7,601+,3.5,601+,11.6,701+,2.8,701+,4.7,701+,3.9,701+,13.2,701+,8.9,701+,1.2,701+,
1401+,1401+,Pontif_ia Universidade Cat_ica de Minas Gerais  PUC Minas,Brazil,Americas,XL,FO,HI,B,4.9,601+,4.6,601+,1.9,701+,1.5,701+,1.9,701+,1.1,701+,8.3,701+,9.4,701+,1,701+,
1401+,1401+,Pontificia Universidade Cat_ica do Campinas - PUC Campinas,Brazil,Americas,M,CO,MD,C,4.2,601+,3.8,601+,7,701+,2,701+,1.8,701+,1.2,701+,2.3,701+,1.9,701+,1,701+,
1401+,1401+,Pontif_ia Universidade Cat_ica do Paran,Brazil,Americas,M,FC,HI,B,4.1,601+,2.9,601+,7.6,701+,3.9,701+,1.8,701+,1.3,701+,28.9,701+,3.9,701+,1.4,701+,
1401+,1201-1400,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,Europe,L,FO,HI,A,7,601+,4.1,601+,6.4,701+,1.3,701+,1.9,701+,4.4,701+,9,701+,5.6,701+,1.2,701+,
1401+,1201-1400,Russian State University for the Humanities ,Russia,Europe,M,FO,VH,A,5.1,601+,2.6,601+,14.2,701+,1.2,701+,1.8,701+,4,701+,7.5,701+,3.3,701+,1,701+,
1401+,1401+,Sakarya University,Turkey,Asia,XL,FC,HI,A,4.6,601+,3.1,601+,3.1,701+,3.3,701+,1.4,701+,11.3,691,27.6,701+,1.9,701+,2.7,701+,
1401+,1201-1400,Shanghai Normal University,China (Mainland),Asia,XL,CO,HI,A,5,601+,1.6,601+,10.9,701+,4.3,701+,4.5,701+,1.6,701+,26.5,701+,1.5,701+,1.3,701+,
1401+,1201-1400,Shibaura Institute of Technology,Japan,Asia,M,FO,VH,B,4.5,601+,2.5,601+,3.1,701+,5.1,701+,13,701+,8.7,701+,14.5,701+,1.8,701+,1,701+,
1401+,1201-1400,Silpakorn University,Thailand,Asia,L,CO,HI,A,6.3,601+,5.4,601+,4.4,701+,2.8,701+,4.3,701+,1.2,701+,24.7,701+,2.5,701+,1,701+,
1401+,1401+,Soochow University (Taiwan),Taiwan,Asia,L,FO,HI,C,4.7,601+,5.3,601+,4.1,701+,1.8,701+,3.8,701+,2.9,701+,3.4,701+,3.2,701+,1.8,701+,
1401+,1201-1400,Soongsil University,South Korea,Asia,L,CO,HI,C,3.5,601+,6,601+,8.3,701+,4.5,701+,5.2,701+,11.2,693,14.9,701+,2.8,701+,1,701+,
1401+,1401+,Stamford University Bangladesh,Bangladesh,Asia,L,FO,MD,,9.7,601+,4.6,601+,1.2,701+,1.4,701+,,,,,2.2,701+,3.6,701+,1,701+,
1401+,1401+,State University of Malang,Indonesia,Asia,L,FO,VH,A,6.3,601+,2.5,601+,8.7,701+,1.7,701+,13.7,690,1.3,701+,11.5,701+,5.4,701+,1.1,701+,
1401+,1201-1400,Stefan cel Mare University of Suceava,Romania,Europe,M,CO,HI,A,3.8,601+,2.4,601+,4.5,701+,4.2,701+,2.3,701+,25.5,472,19.3,701+,4.1,701+,1.9,701+,
1401+,1401+,"The University of Notre Dame, Australia",Australia,Oceania,M,FO,VH,B,3,601+,3.7,601+,3.5,701+,7.2,701+,21.4,579,2.2,701+,10.6,701+,1.7,701+,1,701+,
1401+,1401+,Udayana University,Indonesia,Asia,XL,FC,MD,A,6.4,601+,4.7,601+,5.7,701+,1.4,701+,7.4,701+,3.4,701+,12.3,701+,3.7,701+,1,701+,
1401+,1201-1400,United International University,Bangladesh,Asia,M,CO,MD,C,6.3,601+,8.7,601+,3,701+,2.5,701+,,,1.1,701+,8.8,701+,3.9,701+,1,701+,
1401+,1201-1400,Universidad Alberto Hurtado,Chile,Americas,M,CO,HI,B,8.6,601+,4.2,601+,3.1,701+,2.8,701+,12.7,701+,1.7,701+,8.2,701+,2.2,701+,1,701+,
1401+,1201-1400,Universidad Aut_oma de Aguascalientes,Mexico,Americas,L,FC,MD,A,3.1,601+,1.6,601+,32.5,485,1.2,701+,,,,,10.8,701+,1.6,701+,1,701+,
1401+,1201-1400,Universidad Aut_oma de Baja California,Mexico,Americas,XL,CO,HI,A,6.6,601+,4.4,601+,4.4,701+,1.5,701+,2.6,701+,1.1,701+,12.5,701+,2.1,701+,7.5,701+,
1401+,1401+,Universidad Aut_oma de Chile,Chile,Americas,XL,FO,HI,B,5.3,601+,2,601+,4.2,701+,3.1,701+,12.4,701+,1.4,701+,32.6,701+,2.1,701+,2.8,701+,
1401+,1401+,Universidad Aut_oma de Quer_aro (UAQ),Mexico,Americas,L,FC,MD,A,4.4,601+,2.4,601+,6,701+,2.1,701+,3.8,701+,1.5,701+,7.3,701+,2,701+,1,701+,
1401+,1401+,Universidad Aut_oma de San Luis de Potos,Mexico,Americas,XL,FC,MD,A,5.9,601+,1.8,601+,5.4,701+,2.4,701+,1.6,701+,1.3,701+,21.4,701+,1.6,701+,1.1,701+,
1401+,1401+,Universidad Autonoma de Yucatan,Mexico,Americas,L,CO,HI,A,5.5,601+,1.5,601+,4.9,701+,2.4,701+,2.2,701+,1.1,701+,10.1,701+,1.6,701+,1,701+,
1401+,1401+,Universidad Aut_oma del Estado de Morelos (UAEM),Mexico,Americas,L,FC,MD,A,3.5,601+,1.8,601+,15.5,701+,1.6,701+,2.6,701+,1.2,701+,17.4,701+,1.9,701+,1,701+,
1401+,1201-1400,Universidad Bernardo O'Higgins,Chile,Americas,M,FO,VH,B,4.6,601+,4.3,601+,9.9,701+,2,701+,13.3,701+,2.1,701+,13.1,701+,2.2,701+,1,701+,
1401+,1401+,"Universidad Cat_ica Boliviana ""San Pablo""",Bolivia,Americas,L,FO,MD,B,3.9,601+,2.9,601+,4.2,701+,1.1,701+,2.3,701+,2.7,701+,7.7,701+,26.2,452,1,701+,
1401+,1401+,Universidad Cat_ica de Colombia ,Colombia,Americas,M,FO,HI,B,6.1,601+,3.2,601+,5.1,701+,1.6,701+,3.3,701+,1.1,701+,5,701+,2.3,701+,1,701+,
1401+,1401+,Universidad Cat_ica de La Sant_ima Concepci_ - UCSC,Chile,Americas,M,FC,HI,B,3.4,601+,2.1,601+,8.2,701+,2.8,701+,5.2,701+,1.1,701+,28.3,701+,2,701+,1.2,701+,
1401+,1401+,Universidad Cat_ica de Santiago de Guayaquil,Ecuador,Americas,L,FO,MD,B,4.5,601+,3.4,601+,1.3,701+,1.5,701+,16.7,641,1.2,701+,10.3,701+,16.6,622,1,701+,
1401+,1201-1400,Universidad Cat_ica de Temuco,Chile,Americas,M,CO,HI,B,4.1,601+,1.4,601+,2,701+,4.8,701+,35.1,456,,,14.3,701+,2,701+,1.1,701+,
1401+,1401+,Universidad Central de Chile,Chile,Americas,L,FO,MD,C,4.4,601+,2.4,601+,3,701+,1.7,701+,4.6,701+,1.8,701+,9.4,701+,2,701+,1,701+,
1401+,1401+,Universidad de Caldas,Colombia,Americas,L,FC,MD,A,4.9,601+,2.4,601+,3.5,701+,1.5,701+,,,,,6.5,701+,2.1,701+,1,701+,
1401+,1201-1400,Universidad de Carabobo,Venezuela,Americas,L,FC,LO,A,4.7,601+,6.1,601+,17.4,701+,1,701+,,,,,3.1,701+,5.4,701+,1,701+,
1401+,1201-1400,Universidad de Cartagena,Colombia,Americas,L,FC,MD,A,4.8,601+,2.7,601+,4,701+,3.2,701+,2.2,701+,1.1,701+,11,701+,2.1,701+,1.2,701+,
1401+,1201-1400,Universidad de C_doba - Colombia,Colombia,Americas,L,CO,MD,A,11.8,601+,2.4,601+,2.9,701+,1.4,701+,,,,,5.3,701+,1.9,701+,1,701+,
1401+,1401+,Universidad de Cuenca,Ecuador,Americas,L,FC,MD,A,7.2,601+,2.2,601+,4.9,701+,2,701+,2.2,701+,1.4,701+,24.4,701+,7.8,701+,2.7,701+,
1401+,1201-1400,Universidad de Guanajuato,Mexico,Americas,XL,CO,HI,A,7.1,601+,2.1,601+,5,701+,2.8,701+,5.9,701+,1.3,701+,22.9,701+,6.8,701+,1.1,701+,
1401+,1401+,Universidad de La Salle,Colombia,Americas,M,FO,HI,B,6,601+,3.9,601+,6.4,701+,1.3,701+,2.9,701+,1.3,701+,5,701+,2.2,701+,1,701+,
1401+,1401+,Universidad de La Serena,Chile,Americas,M,CO,HI,A,4,601+,2.6,601+,3.3,701+,5.6,701+,4.4,701+,1.3,701+,14.7,701+,2.1,701+,1.1,701+,
1401+,1201-1400,Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Polit_nica del Ej_cito),Ecuador,Americas,L,CO,HI,A,6.1,601+,3.9,601+,10.6,701+,1.3,701+,2.7,701+,1.1,701+,11,701+,4.5,701+,1.1,701+,
1401+,1201-1400,Universidad de Medell_,Colombia,Americas,M,SP,HI,C,6.5,601+,3.2,601+,7.9,701+,2.2,701+,2.7,701+,1.8,701+,5.9,701+,7.8,701+,1.1,701+,
1401+,1401+,Universidad de Santander - UDES,Colombia,Americas,L,FO,MD,C,3.3,601+,2.3,601+,8,701+,1.3,701+,3.7,701+,1.9,701+,11.9,701+,2.2,701+,1.1,701+,
1401+,1401+,Universidad de Sonora,Mexico,Americas,XL,CO,HI,A,3.6,601+,1.6,601+,4.4,701+,1.8,701+,3.4,701+,1.5,701+,9.2,701+,2.1,701+,1,701+,
1401+,1201-1400,Universidad del Cauca,Colombia,Americas,L,CO,MD,A,7.9,601+,2,601+,5.3,701+,1.7,701+,21.7,573,1.1,701+,11.8,701+,4.5,701+,1,701+,
1401+,1401+,Universidad del Valle de Mexico (UVM),Mexico,Americas,XL,FC,LO,C,3.8,601+,9.9,601+,3.9,701+,1.1,701+,2,701+,1.6,701+,4.8,701+,3.1,701+,1,701+,
1401+,1401+,Universidad Michoacana de San Nicol_ de Hidalgo,Mexico,Americas,XL,FC,MD,A,4.1,601+,1.8,601+,2.5,701+,2,701+,,,,,14,701+,1.5,701+,1,701+,
1401+,1401+,Universidad Nacional de Quilmes,Argentina,Americas,L,FO,HI,A,6.7,601+,1.7,601+,3.3,701+,1.7,701+,2.8,701+,1.8,701+,11.9,701+,2.9,701+,1,701+,
1401+,1401+,Universidad Nacional de Tucum_,Argentina,Americas,XL,FC,MD,A,7.4,601+,2.1,601+,2.6,701+,1.6,701+,,,,,31,701+,3.6,701+,1,701+,
1401+,1201-1400,Universidad Nacional del Comahue,Argentina,Americas,XL,FC,MD,A,5.1,601+,2.4,601+,20.4,661,1.3,701+,,,,,13.1,701+,2.1,701+,1.2,701+,
1401+,1401+,UNIVERSIDAD POLITECNICA SALESIANA,Ecuador,Americas,L,CO,HI,B,6.4,601+,3.3,601+,3.3,701+,1.5,701+,6.2,701+,1.7,701+,6.8,701+,4.1,701+,1,701+,
1401+,1201-1400,Universidad Popular Aut_oma del Estado de Puebla (UPAEP),Mexico,Americas,M,FO,HI,C,5.2,601+,3.4,601+,13,701+,1.2,701+,3.9,701+,2,701+,5.1,701+,2.2,701+,1,701+,
1401+,1201-1400,Universidad San Ignacio de Loyola,Peru,Americas,L,FO,HI,B,6.1,601+,9,601+,2,701+,1.5,701+,4.1,701+,1.6,701+,7.6,701+,3.7,701+,1.3,701+,
1401+,1401+,Universidad Tecnica Particular De Loja (UTPL),Ecuador,Americas,XL,FO,HI,B,6,601+,2.3,601+,1.4,701+,1.6,701+,7.9,701+,1.9,701+,15.7,701+,4.6,701+,1.5,701+,
