,date,id,industry,price,pe,marketvalue,ZC,roe,optoebt,ocftooperateincome,debttoassets,current,apturn,yoyeps_basic,dupont_roe,ret
0,2010/2/26,ACGL.O,Financials,73.98,4.599014759,3914226167.0,,,,,,,,,,0.034106793
1,2010/3/31,ACGL.O,Financials,76.25,4.740130901,4034330160.0,,,,,,,,,,0.030683969
2,2010/4/30,ACGL.O,Financials,75.58,4.698480129,3998880964.0,,,,,,,,,,-0.008786885
3,2010/5/31,ACGL.O,Financials,73.52,4.518466949,3845671588.0,,,,,,,,,,-0.027255888
4,2010/6/30,ACGL.O,Financials,74.5,4.578696728,3896933261.0,,,,,,,,,,0.013329706
5,2010/7/30,ACGL.O,Financials,78.26,4.809782505,3887694629.0,,,,,,,,,,0.050469799
6,2010/8/31,ACGL.O,Financials,79.8,4.657727718,3964196670.0,,,,,,,,,,0.019677996
7,2010/9/30,ACGL.O,Financials,83.8,4.891197681,4162903270.0,,,,,,,,,,0.050125313
8,2010/10/29,ACGL.O,Financials,86.39,5.042369366,4291565794.0,,,,,,,,,,0.030906921
9,2010/11/30,ACGL.O,Financials,90.3,5.18688345,4414561748.0,,,,,,,,,,0.045259868
10,2010/12/31,ACGL.O,Financials,88.05,5.05764246,4098205804.0,71.3838,19.0709,144.8819,66.72,71.3838,,,13.9258,19.0709,-0.024916944
11,2011/1/31,ACGL.O,Financials,88.25,5.069130421,4107514619.0,,,,,,,,,,0.002271437
12,2011/2/28,ACGL.O,Financials,90.5,4.9796381,4067089729.0,,,,,,,,,,0.025495751
13,2011/3/31,ACGL.O,Financials,99.19,5.457793713,4457620223.0,,,,,,,,,,0.096022099
14,2011/4/29,ACGL.O,Financials,104.0,5.722457409,4673782672.0,,,,,,,,,,0.048492792
15,2011/5/31,ACGL.O,Financials,33.73,5.449787617,4451081161.0,,,,,,,,,,-0.675673077
16,2011/6/30,ACGL.O,Financials,31.92,5.157343864,4212229785.0,,,,,,,,,,-0.053661429
17,2011/7/29,ACGL.O,Financials,33.8,5.46109724,4460318507.0,,,,,,,,,,0.058897243
18,2011/8/31,ACGL.O,Financials,33.68,5.494589329,4487672908.0,,,,,,,,,,-0.003550296
19,2011/9/30,ACGL.O,Financials,32.675,5.330632687,4353762240.0,,,,,,,,,,-0.029839667
20,2011/10/31,ACGL.O,Financials,35.97,5.868182182,4792802687.0,,,,,,,,,,0.100841622
21,2011/11/30,ACGL.O,Financials,37.77,6.205472946,5068282724.0,,,,,,,,,,0.050041701
22,2011/12/30,ACGL.O,Financials,37.23,6.116752625,4995821176.0,,,,,,,,,,-0.014297061
23,2012/1/31,ACGL.O,Financials,36.05,5.922883034,4843618337.0,,,,,,,,,,-0.03169487
24,2012/2/29,ACGL.O,Financials,37.05,12.21984291,5016416724.0,,,,,,,,,,0.027739251
25,2012/3/30,ACGL.O,Financials,37.24,12.28250885,5042141938.0,,,,,,,,,,0.005128205
26,2012/4/27,ACGL.O,Financials,39.24,12.94215012,5312933664.0,,,,,,,,,,0.053705693
27,2012/5/31,ACGL.O,Financials,38.23,12.61422443,5178315815.0,,,,,,,,,,-0.025739042
28,2012/6/29,ACGL.O,Financials,39.69,13.09596062,5376075195.0,,,,,,,,,,0.038189903
29,2012/7/31,ACGL.O,Financials,38.8,12.8022995,5255523244.0,,,,,,,,,,-0.022423784
30,2012/8/31,ACGL.O,Financials,39.91,13.25246716,5440323229.0,,,,,,,,,,0.028608247
31,2012/9/28,ACGL.O,Financials,41.64,13.82692909,5676147814.0,,,,,,,,,,0.043347532
32,2012/10/31,ACGL.O,Financials,44.05,14.62719059,6014594841.0,,,,,,,,,,0.057877041
33,2012/11/30,ACGL.O,Financials,45.1,8.878282547,6158438554.0,,,,,,,,,,0.023836549
34,2012/12/31,ACGL.O,Financials,44.02,8.665676117,5891751824.0,70.9887,12.1134,183.6215,87.4622,70.9887,,,33.871,12.1134,-0.023946785
35,2013/1/31,ACGL.O,Financials,46.42,9.138134956,6212974095.0,,,,,,,,,,0.054520672
36,2013/2/28,ACGL.O,Financials,49.12,12.02671719,6530678278.0,,,,,,,,,,0.058164584
37,2013/3/29,ACGL.O,Financials,52.57,12.53235245,6989368018.0,,,,,,,,,,0.070236156
38,2013/4/26,ACGL.O,Financials,52.66,12.55380726,7007109429.0,,,,,,,,,,0.001712003
39,2013/5/31,ACGL.O,Financials,51.21,10.46999931,6814953877.0,,,,,,,,,,-0.027535131
40,2013/6/28,ACGL.O,Financials,51.41,10.51089001,6841569592.0,,,,,,,,,,0.003905487
41,2013/7/31,ACGL.O,Financials,54.168,11.62019634,7226900584.0,,,,,,,,,,0.05364715
42,2013/8/30,ACGL.O,Financials,53.31,11.46550846,7112639925.0,,,,,,,,,,-0.01583961
43,2013/9/30,ACGL.O,Financials,54.13,11.64186859,7225289884.0,71.2464,10.3323,170.0768,66.4104,71.2464,,,-1.699,10.3323,0.01538173
44,2013/10/31,ACGL.O,Financials,57.96,14.1755476,7740183462.0,,,,,,,,,,0.070755588
45,2013/11/29,ACGL.O,Financials,58.83,14.40161037,7856366341.0,,,,,,,,,,0.015010352
46,2013/12/31,ACGL.O,Financials,59.69,14.61213875,7979053826.0,71.1363,13.1233,176.4705,66.3061,71.1363,,,26.2651,13.1233,0.014618392
47,2014/1/30,ACGL.O,Financials,54.3,13.29266453,7258546201.0,,,,,,,,,,-0.090299883
48,2014/2/28,ACGL.O,Financials,56.12,10.89639378,7509174032.0,,,,,,,,,,0.033517495
49,2014/3/31,ACGL.O,Financials,57.54,11.19403362,7715201301.0,68.3268,3.163,197.3606,57.1859,68.3268,,,-30.2083,3.163,0.025302922
50,2014/4/30,ACGL.O,Financials,57.32,11.15123463,7685702790.0,,,,,,,,,,-0.003823427
51,2014/5/30,ACGL.O,Financials,56.93,12.43739796,7634286584.0,,,,,,,,,,-0.006803908
52,2014/6/30,ACGL.O,Financials,57.44,12.54881763,7756174092.0,67.9223,6.5761,185.4967,63.2105,67.9223,,,-10.8696,6.5761,0.00895837
53,2014/7/31,ACGL.O,Financials,53.45,11.11443329,7221785627.0,,,,,,,,,,-0.069463788
54,2014/8/29,ACGL.O,Financials,55.58,11.64468575,7509576149.0,,,,,,,,,,0.039850327
55,2014/9/30,ACGL.O,Financials,54.72,11.4645052,7151937872.0,68.6764,10.5587,171.2959,76.2297,68.6764,,,12.5926,10.5587,-0.015473192
56,2014/10/31,ACGL.O,Financials,56.32,10.02916622,7271495025.0,,,,,,,,,,0.029239766
57,2014/11/28,ACGL.O,Financials,57.32,9.753770828,7400605377.0,,,,,,,,,,0.017755682
58,2014/12/31,ACGL.O,Financials,59.1,10.05666161,7527444899.0,67.6565,14.1686,170.9827,74.193,67.6565,,,18.5115,14.1686,0.031053733
59,2015/1/30,ACGL.O,Financials,57.97,9.864377022,7383519134.0,,,,,,,,,,-0.019120135
60,2015/2/27,ACGL.O,Financials,59.16,9.191795349,7467570921.0,,,,,,,,,,0.020527859
61,2015/3/31,ACGL.O,Financials,61.6,9.570902824,7685267806.0,68.0613,4.563,132.1751,20.7369,68.0613,,,67.1642,4.563,0.041244084
62,2015/4/30,ACGL.O,Financials,60.68,8.38698101,7570487832.0,,,,,,,,,,-0.014935065
63,2015/5/29,ACGL.O,Financials,63.89,8.677035332,7924328643.0,,,,,,,,,,0.052900461
64,2015/6/30,ACGL.O,Financials,66.96,9.093978882,8196165747.0,69.082,6.507,163.0512,53.2366,69.082,,,10.1045,6.507,0.048051338
65,2015/7/31,ACGL.O,Financials,71.36,10.78020477,8737437214.0,,,,,,,,,,0.065710872
66,2015/8/31,ACGL.O,Financials,68.28,10.18275547,8360316886.0,,,,,,,,,,-0.043161435
67,2015/9/30,ACGL.O,Financials,73.47,10.95675182,8995560562.0,69.9542,7.7957,186.895,84.451,69.9542,,,-16.886,7.7957,0.076010545
68,2015/10/30,ACGL.O,Financials,74.89,13.63750839,9170335993.0,,,,,,,,,,0.019327617
69,2015/11/30,ACGL.O,Financials,72.47,13.1978035,8874005200.0,,,,,,,,,,-0.032314061
70,2015/12/31,ACGL.O,Financials,69.75,12.70245361,8553287864.0,69.1556,8.7189,212.0916,86.2422,69.1556,,,-31.723,8.7189,-0.037532772
71,2016/1/29,ACGL.O,Financials,67.55,12.30180264,8283506742.0,,,,,,,,,,-0.031541219
72,2016/2/29,ACGL.O,Financials,67.94,16.07985878,8293991345.0,,,,,,,,,,0.005773501
73,2016/3/31,ACGL.O,Financials,71.1,16.82775879,8680854676.0,69.9537,2.4535,206.0155,85.0335,69.9537,,,-44.6429,2.4535,0.046511628
74,2016/4/29,ACGL.O,Financials,70.49,22.22084999,8606377582.0,,,,,,,,,,-0.008579466
75,2016/5/31,ACGL.O,Financials,72.66,22.90809059,8871433018.0,,,,,,,,,,0.030784508
76,2016/6/30,ACGL.O,Financials,72.0,22.70000648,8825202720.0,68.4667,5.6683,179.2728,68.9736,68.4667,,,-6.962,5.6683,-0.009083402
77,2016/7/29,ACGL.O,Financials,72.63,18.37776947,8902406248.0,,,,,,,,,,0.00875
78,2016/8/31,ACGL.O,Financials,80.94,20.56046486,9920979784.0,,,,,,,,,,0.114415531
79,2016/9/30,ACGL.O,Financials,79.26,20.13371086,9723236114.0,67.2717,9.1276,168.2128,82.8813,67.2717,,,31.6623,9.1276,-0.020756116
80,2016/10/31,ACGL.O,Financials,77.97,14.58260059,9566454377.0,,,,,,,,,,-0.016275549
81,2016/11/30,ACGL.O,Financials,82.72,15.4863863,10149251072.0,,,,,,,,,,0.060920867
82,2016/12/30,ACGL.O,Financials,86.29,16.15474129,10587268798.0,,,,,,,,,,0.04315764
83,2017/1/26,ACGL.O,Financials,89.0,16.66209412,10928089013.0,,,,,,,,,,0.031405725
84,2017/2/28,ACGL.O,Financials,94.57,17.45709991,11628135601.0,,,,,,,,,,0.06258427
85,2017/3/31,ACGL.O,Financials,94.77,17.53165054,11659314848.0,67.8333,3.0028,160.2717,45.6362,67.8333,,,45.1613,3.0028,0.002114836
86,2017/4/28,ACGL.O,Financials,96.97,15.74516964,11929975317.0,,,,,,,,,,0.023214097
87,2017/5/31,ACGL.O,Financials,97.25,15.80498314,11968528909.0,,,,,,,,,,0.002887491
88,2017/6/30,ACGL.O,Financials,93.29,15.16140747,12191133375.0,67.6564,5.1105,176.2186,62.495,67.6564,,,5.4422,5.1105,-0.040719794
89,2017/7/31,ACGL.O,Financials,97.26,16.49838448,12709932812.0,,,,,,,,,,0.042555472
90,2017/8/31,ACGL.O,Financials,97.34,17.54117393,12726315312.0,,,,,,,,,,0.000822538
91,2017/9/29,ACGL.O,Financials,98.5,17.75021362,12877974710.0,,,,,,,,,,0.011916992
92,2017/10/31,ACGL.O,Financials,99.64,30.62565231,13040287751.0,,,,,,,,,,0.011573604
93,2017/11/30,ACGL.O,Financials,94.69,29.13384819,12392461333.0,,,,,,,,,,-0.049678844
94,2017/12/29,ACGL.O,Financials,90.77,27.92775917,11879435158.0,,,,,,,,,,-0.041398247
95,2018/1/31,ACGL.O,Financials,90.94,27.98006439,11911133773.0,,,,,,,,,,0.001872865
96,2018/2/28,ACGL.O,Financials,88.24,20.40624428,11560177686.0,,,,,,,,,,-0.029689905
97,2018/3/30,ACGL.O,Financials,85.59,19.79340935,11213005532.0,,,,,,,,,,-0.030031732
98,2018/4/27,ACGL.O,Financials,81.68,18.88918877,11164220229.0,,,,,,,,,,-0.045682907
99,2018/5/31,ACGL.O,Financials,78.45,23.06195068,10651599821.0,,,,,,,,,,-0.039544564
100,2018/6/29,ACGL.O,Financials,26.46,23.33534241,10777871176.0,,,,,,,,,,-0.662715105
101,2018/7/31,ACGL.O,Financials,30.56,26.95117378,12390143627.0,,,,,,,,,,0.154950869
102,2018/8/31,ACGL.O,Financials,30.57,23.76778793,12390005409.0,,,,,,,,,,0.000327225
103,2018/9/28,ACGL.O,Financials,29.81,23.17689705,12081977797.0,,,,,,,,,,-0.024860975
104,2018/10/31,ACGL.O,Financials,28.37,14.53536606,11504726093.0,,,,,,,,,,-0.048305938
105,2018/11/30,ACGL.O,Financials,28.62,14.64264011,11583207176.0,,,,,,,,,,0.008812125
106,2018/12/28,ACGL.O,Financials,26.39,13.50172234,10680672166.0,,,,,,,,,,-0.07791754
107,2019/1/31,ACGL.O,Financials,29.35,15.01612473,11812049378.0,,,,,,,,,,0.112163698
108,2019/2/28,ACGL.O,Financials,32.67,18.42818069,13150644319.0,,,,,,,,,,0.113117547
109,2019/3/29,ACGL.O,Financials,32.32,18.23075485,13009758934.0,,,,,,,,,,-0.010713193
110,2019/4/30,ACGL.O,Financials,33.78,19.0542984,13638295448.0,,,,,,,,,,0.045173267
111,2019/5/31,ACGL.O,Financials,34.43,13.70471287,13902951475.0,,,,,,,,,,0.019242155
112,2019/6/28,ACGL.O,Financials,37.08,14.75953388,14973030517.0,,,,,,,,,,0.076967761
113,2019/7/31,ACGL.O,Financials,38.69,12.60162449,15665098690.0,,,,,,,,,,0.043419633
114,2019/8/30,ACGL.O,Financials,39.5,12.90318298,15997018219.0,,,,,,,,,,0.020935642
115,2019/9/30,ACGL.O,Financials,41.98,13.71330738,17011577691.0,66.0924,12.7191,138.469,77.1634,66.0924,,,120.0,12.7191,0.06278481
116,2019/10/31,ACGL.O,Financials,41.76,13.64144135,16922426975.0,,,,,,,,,,-0.005240591
117,2019/11/29,ACGL.O,Financials,41.97,12.10889626,17010783559.0,,,,,,,,,,0.005028736
118,2019/12/31,ACGL.O,Financials,42.89,12.37432861,17397007531.0,67.4926,15.6307,146.4415,79.183,67.4926,,,125.5682,15.6307,0.021920419
119,2020/1/23,ACGL.O,Financials,45.24,13.05233479,18350212653.0,,,,,,,,,,0.054791327
120,2020/2/28,ACGL.O,Financials,40.43,10.27562332,16441211281.0,,,,,,,,,,-0.106321839
121,2020/3/31,ACGL.O,Financials,28.46,7.257450104,11543656815.0,68.9833,1.2606,,516.9309,68.9833,,,-69.7248,1.2606,-0.296067277
122,2020/4/30,ACGL.O,Financials,24.03,6.127776623,9746805104.0,,,,,,,,,,-0.155657063
123,2020/5/29,ACGL.O,Financials,28.22,8.871940613,11447429059.0,,,,,,,,,,0.174365377
124,2020/6/30,ACGL.O,Financials,28.65,9.007125854,11631047691.0,69.1092,3.7714,239.3358,136.2837,69.1092,,,-53.125,3.7714,0.01523742
125,2020/7/31,ACGL.O,Financials,30.75,11.13563156,12483647610.0,,,,,,,,,,0.073298429
126,2020/8/31,ACGL.O,Financials,31.54,11.43080616,12804365711.0,,,,,,,,,,0.025691057
127,2020/9/30,ACGL.O,Financials,29.25,10.60085869,11876054522.0,68.9396,7.1983,185.6905,141.4536,68.9396,,,-35.4232,7.1983,-0.072606214
128,2020/10/30,ACGL.O,Financials,30.21,,12266062680.0,,,,,,,,,,0.032820513
129,2020/11/30,ACGL.O,Financials,32.195,11.3992033,13072025421.0,,,,,,,,,,0.06570672
130,2020/12/31,ACGL.O,Financials,36.07,12.77121544,14670413557.0,67.6832,11.4255,168.7927,114.5742,67.6832,,,-14.8615,11.4255,0.120360304
131,2021/1/29,ACGL.O,Financials,31.41,11.12126064,12775095365.0,,,,,,,,,,-0.129193235
132,2021/2/26,ACGL.O,Financials,35.82,10.66337395,14435979927.0,,,,,,,,,,0.140401146
133,2021/3/31,ACGL.O,Financials,38.37,11.3377552,15475134275.0,68.2587,3.3444,134.1298,117.0289,68.2587,,,224.2424,3.3444,0.07118928
134,2021/4/30,ACGL.O,Financials,39.71,9.652719498,16027713707.0,,,,,,,,,,0.034923117
135,2021/5/31,ACGL.O,Financials,39.89,9.711019516,16100365141.0,,,,,,,,,,0.004532863
136,2021/6/30,ACGL.O,Financials,38.94,9.479746819,15450272514.0,67.8101,8.2212,132.5112,99.0559,67.8101,,,160.0,8.2212,-0.023815493
137,2021/7/30,ACGL.O,Financials,39.0,7.741482735,15445522248.0,,,,,,,,,,0.001540832
138,2021/8/31,ACGL.O,Financials,41.1,8.005116463,16277204215.0,,,,,,,,,,0.053846154
139,2021/9/30,ACGL.O,Financials,38.18,7.436383247,14785500971.0,70.0834,11.5771,128.7242,125.4851,70.0834,,,81.5534,11.5771,-0.071046229
140,2021/10/29,ACGL.O,Financials,41.82,8.225795746,16195119189.0,,,,,,,,,,0.095337873
141,2021/11/30,ACGL.O,Financials,40.38,7.743904591,15592080542.0,,,,,,,,,,-0.034433286
142,2021/12/31,ACGL.O,Financials,44.45,8.524431229,16843167088.0,69.9449,16.1854,132.5173,114.3053,69.9449,,,57.9882,16.1854,0.100792472
143,2022/1/28,ACGL.O,Financials,45.38,8.702783585,17195566310.0,,,,,,,,,,0.020922385
144,2022/2/28,ACGL.O,Financials,47.11,8.529966354,17856673284.0,,,,,,,,,,0.038122521
145,2022/3/31,ACGL.O,Financials,48.42,8.767160416,18192889742.0,71.6945,1.4797,265.605,105.5538,71.6945,,,-53.271,1.4797,0.02780726
146,2022/4/29,ACGL.O,Financials,45.67,8.26923275,17159629792.0,,,,,,,,,,-0.056794713
147,2022/5/31,ACGL.O,Financials,47.46,9.630385399,17828424699.0,,,,,,,,,,0.039194219
148,2022/6/30,ACGL.O,Financials,45.49,9.230641365,16801586614.0,72.821,4.623,201.0259,119.9987,72.821,,,-42.8571,4.623,-0.041508639
149,2022/7/29,ACGL.O,Financials,44.4,9.00946331,16389691147.0,,,,,,,,,,-0.02396131
150,2022/8/31,ACGL.O,Financials,45.72,10.67075539,16876952235.0,,,,,,,,,,0.02972973
151,2022/9/30,ACGL.O,Financials,45.54,10.62874508,16818923425.0,74.5258,4.8715,263.2017,179.0723,74.5258,,,-57.4866,4.8715,-0.003937008
152,2022/10/31,ACGL.O,Financials,57.5,17.69115448,21267699053.0,,,,,,,,,,0.262626263
153,2022/11/30,ACGL.O,Financials,59.91,18.46938896,22159093048.0,,,,,,,,,,0.041913043
154,2022/12/30,ACGL.O,Financials,62.78,19.35416985,23220628635.0,,,,,,,,,,0.047905191
155,2023/1/31,ACGL.O,Financials,64.35,19.83817673,23831764907.0,,,,,,,,,,0.025007964
156,2023/2/28,ACGL.O,Financials,70.0,18.09205437,25983755560.0,,,,,,,,,,0.087801088
157,2023/3/31,ACGL.O,Financials,67.87,17.54154015,25261214000.0,72.6063,5.3164,163.5083,77.3494,72.6063,,,284.0,5.3164,-0.030428571
158,2023/4/28,ACGL.O,Financials,75.07,14.24933147,27941054000.0,,,,,,,,,,0.106085163
159,2023/5/31,ACGL.O,Financials,69.7,13.27633858,25957856753.0,,,,,,,,,,-0.071533236
160,2023/6/30,ACGL.O,Financials,74.85,14.25730133,27911565000.0,72.8108,10.0613,166.1833,86.0749,72.8108,,,137.8205,10.0613,0.073888092
161,2023/7/31,ACGL.O,Financials,77.69,13.01797962,28974816692.0,,,,,,,,,,0.037942552
162,2023/8/31,ACGL.O,Financials,76.86,12.89951515,28665264654.0,,,,,,,,,,-0.010683486
163,2023/9/28,ACGL.O,Financials,81.64,13.70174885,30447986031.0,,,,,,,,,,0.062190997
164,2023/10/31,ACGL.O,Financials,86.68,11.04012966,32340308000.0,,,,,,,,,,0.061734444
165,2023/11/30,ACGL.O,Financials,83.69,10.66552448,31230757064.0,,,,,,,,,,-0.034494693
166,2023/12/29,ACGL.O,Financials,74.27,9.465031624,27715477681.0,,,,,,,,,,-0.112558251
167,2024/1/31,ACGL.O,Financials,82.43,10.50494957,30779362000.0,,,,,,,,,,0.109869395
168,2024/2/29,ACGL.O,Financials,87.59,7.443085194,32771904922.0,,,,,,,,,,0.062598568
169,2024/3/29,ACGL.O,Financials,92.44,7.876093388,34678440036.0,,,,,,,,,,0.055371618
170,2024/4/1,ACGL.O,Financials,,,,,,,,,,,,,0.0
171,2010/2/26,ACN.N,Information Technology,39.97,18.34959984,28532050980.0,,,,,,,,,,-0.024884118
172,2010/3/31,ACN.N,Information Technology,41.95,19.29969215,29784017701.0,72.8032,15.619,99.3204,29.3915,72.8032,1.4455,5.633711593,-9.0909,15.619,0.049537153
173,2010/4/30,ACN.N,Information Technology,43.64,20.07719994,30983898271.0,,,,,,,,,,0.040286055
174,2010/5/31,ACN.N,Information Technology,37.52,17.26160812,26638768633.0,,,,,,,,,,-0.140238313
175,2010/6/30,ACN.N,Information Technology,38.65,17.16082764,27283416089.0,71.0607,28.8937,100.6517,63.0362,71.0607,1.5104,11.15084036,-6.993,28.8937,0.030117271
176,2010/7/30,ACN.N,Information Technology,39.64,17.6003933,27982266850.0,,,,,,,,,,0.025614489
177,2010/8/31,ACN.N,Information Technology,36.6,16.25061607,25254865883.0,,,,,,,,,,-0.076690212
178,2010/9/30,ACN.N,Information Technology,42.49,18.86581039,29319105228.0,70.9557,45.3892,100.5876,83.6512,70.9557,1.5171,16.93009433,-2.3256,45.3892,0.160928962
179,2010/10/29,ACN.N,Information Technology,44.71,17.48702812,31138381171.0,,,,,,,,,,0.052247588
180,2010/11/30,ACN.N,Information Technology,43.32,16.94336891,30170312510.0,,,,,,,,,,-0.031089242
181,2010/12/31,ACN.N,Information Technology,48.49,18.07663918,33813310780.0,74.4865,62.2353,100.3436,106.252,74.4865,1.4562,19.77071417,9.4118,62.2353,0.119344414
182,2011/1/31,ACN.N,Information Technology,51.47,19.18755531,35891340603.0,,,,,,,,,,0.06145597
183,2011/2/28,ACN.N,Information Technology,51.48,19.19128418,35898313857.0,,,,,,,,,,0.000194288
184,2011/3/31,ACN.N,Information Technology,54.97,19.56578064,38619131888.0,74.2704,18.6145,97.9464,12.9353,74.2704,1.4689,5.303574583,20.0,18.6145,0.067793318
185,2011/4/29,ACN.N,Information Technology,57.13,20.33460045,40136638253.0,,,,,,,,,,0.03929416
186,2011/5/31,ACN.N,Information Technology,57.39,20.4271431,40319301056.0,,,,,,,,,,0.004551024
187,2011/6/30,ACN.N,Information Technology,60.42,19.91583252,42046824318.0,70.8661,32.2846,98.7925,44.4695,70.8661,1.5534,10.52470848,21.8045,32.2846,0.052796654
188,2011/7/29,ACN.N,Information Technology,59.14,19.49391556,41156060744.0,,,,,,,,,,-0.021185038
189,2011/8/31,ACN.N,Information Technology,53.59,17.66450691,37019939096.0,,,,,,,,,,-0.093845113
190,2011/9/30,ACN.N,Information Technology,52.68,16.09556007,36391311654.0,71.9777,50.8659,98.9295,81.1854,71.9777,1.512,16.02709071,22.8571,50.8659,-0.01698078
191,2011/10/31,ACN.N,Information Technology,60.26,18.25810623,41586066925.0,,,,,,,,,,0.143887623
192,2011/11/30,ACN.N,Information Technology,57.93,17.55214119,39978109143.0,,,,,,,,,,-0.038665782
193,2011/12/30,ACN.N,Information Technology,53.23,15.51323414,36999823119.0,,,,,,,,,,-0.081132401
194,2012/1/31,ACN.N,Information Technology,57.34,16.7110424,39856657104.0,,,,,,,,,,0.077212098
195,2012/2/29,ACN.N,Information Technology,59.54,17.35220718,41385862644.0,,,,,,,,,,0.038367632
196,2012/3/30,ACN.N,Information Technology,64.5,17.65960503,44607369111.0,,,,,,,,,,0.083305341
197,2012/4/27,ACN.N,Information Technology,65.02,17.80197716,44966994412.0,,,,,,,,,,0.008062016
198,2012/5/31,ACN.N,Information Technology,57.1,15.63354206,39489624438.0,,,,,,,,,,-0.121808674
199,2012/6/29,ACN.N,Information Technology,60.09,15.78917027,40849125395.0,,,,,,,,,,0.052364273
200,2012/7/31,ACN.N,Information Technology,60.3,15.84434986,40991883197.0,,,,,,,,,,0.003494758
201,2012/8/31,ACN.N,Information Technology,61.6,16.18593597,41687838931.0,,,,,,,,,,0.021558872
202,2012/9/28,ACN.N,Information Technology,70.03,18.64348602,47392846759.0,,,,,,,,,,0.136850649
203,2012/10/31,ACN.N,Information Technology,67.41,17.86551094,45831296121.0,,,,,,,,,,-0.037412537
204,2012/11/30,ACN.N,Information Technology,67.92,18.08414268,46278143921.0,,,,,,,,,,0.007565643
205,2012/12/31,ACN.N,Information Technology,66.5,17.41988373,45470092668.0,72.2513,63.6406,99.2076,110.3332,72.2513,1.5523,22.43841958,12.4646,63.6406,-0.020906949
206,2013/1/31,ACN.N,Information Technology,71.89,18.83181,49155563337.0,,,,,,,,,,0.081052632
207,2013/2/28,ACN.N,Information Technology,74.36,19.47883415,50689602701.0,,,,,,,,,,0.034358047
208,2013/3/29,ACN.N,Information Technology,75.97,16.88652802,51809896313.0,,,,,,,,,,0.021651425
209,2013/4/26,ACN.N,Information Technology,78.66,17.48445892,53644418112.0,,,,,,,,,,0.035408714
210,2013/5/31,ACN.N,Information Technology,82.11,18.25132179,55577679432.0,,,,,,,,,,0.043859649
211,2013/6/28,ACN.N,Information Technology,71.96,15.24729633,48626066902.0,,,,,,,,,,-0.123614663
212,2013/7/31,ACN.N,Information Technology,73.81,15.63928509,49876181185.0,,,,,,,,,,0.025708727
213,2013/8/30,ACN.N,Information Technology,72.25,15.30874252,48822030763.0,,,,,,,,,,-0.021135348
214,2013/9/30,ACN.N,Information Technology,73.64,15.16244793,49070411361.0,64.8381,55.1359,91.3543,66.0274,64.8381,1.583,17.33881484,32.0261,55.1359,0.019238754
215,2013/10/31,ACN.N,Information Technology,73.5,14.91587734,48952090446.0,,,,,,,,,,-0.001901141
216,2013/11/29,ACN.N,Information Technology,77.47,15.72153759,51596169345.0,,,,,,,,,,0.054013605
217,2013/12/31,ACN.N,Information Technology,82.22,16.43878174,54821807529.0,67.8199,72.0815,93.7166,81.5063,67.8199,1.4513,22.52251972,27.9597,72.0815,0.061314057
218,2014/1/30,ACN.N,Information Technology,80.72,16.13887596,53821652928.0,,,,,,,,,,-0.018243736
219,2014/2/28,ACN.N,Information Technology,83.35,16.66470909,55203758794.0,,,,,,,,,,0.032581764
220,2014/3/31,ACN.N,Information Technology,79.72,18.17465019,52786545943.0,67.2059,15.2072,99.0316,16.9468,67.2059,1.4423,5.502821169,8.2569,15.2072,-0.04355129
221,2014/4/30,ACN.N,Information Technology,80.22,18.28864098,53117620616.0,,,,,,,,,,0.006271952
222,2014/5/30,ACN.N,Information Technology,81.45,18.56905746,53932064313.0,,,,,,,,,,0.015332835
223,2014/6/30,ACN.N,Information Technology,80.84,18.32389259,53349683471.0,64.623,27.8162,99.5408,23.4885,64.623,1.459,11.2610699,-19.7133,27.8162,-0.007489257
224,2014/7/31,ACN.N,Information Technology,79.28,17.97028923,52320174488.0,,,,,,,,,,-0.019297378
225,2014/8/29,ACN.N,Information Technology,81.06,18.37376022,53494870635.0,,,,,,,,,,0.022452069
226,2014/9/30,ACN.N,Information Technology,81.32,18.2446003,53391139694.0,63.8563,42.418,99.7971,57.5671,63.8563,1.462,17.07908271,-12.6238,42.418,0.003207501
227,2014/10/31,ACN.N,Information Technology,81.12,18.07730865,53174364504.0,,,,,,,,,,-0.00245942
228,2014/11/28,ACN.N,Information Technology,86.33,19.23833847,56589532638.0,,,,,,,,,,0.064225838
229,2014/12/31,ACN.N,Information Technology,89.31,19.37233734,58527357077.0,64.946,55.0213,99.6462,81.7394,64.946,1.4592,21.90458714,-8.6614,55.0213,0.034518707
230,2015/1/30,ACN.N,Information Technology,84.03,18.22704697,55067224445.0,,,,,,,,,,-0.059119919
231,2015/2/27,ACN.N,Information Technology,90.03,19.52851295,58999193345.0,,,,,,,,,,0.07140307
232,2015/3/31,ACN.N,Information Technology,93.69,20.12412834,61189585648.0,65.8743,14.8308,99.6385,73.6688,65.8743,1.4226,5.770790724,11.8644,14.8308,0.040653116
233,2015/4/30,ACN.N,Information Technology,92.65,19.90074158,60510354470.0,,,,,,,,,,-0.011100438
234,2015/5/29,ACN.N,Information Technology,96.04,20.62889671,62724386868.0,,,,,,,,,,0.036589315
235,2015/6/30,ACN.N,Information Technology,96.78,20.86348915,62944500508.0,61.4536,25.9707,100.5355,53.323,61.4536,1.4689,11.22130335,8.0357,25.9707,0.007705123
236,2015/7/31,ACN.N,Information Technology,103.11,22.22808838,67061453269.0,,,,,,,,,,0.065406076
